Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Lodi Colony,28.59070215,77.22092057,Dilli Dastarkhwan,28.59054382,77.22308848,Indian Restaurant
Lodi Colony,28.59070215,77.22092057,The Deck (Members Only),28.58927236,77.2253953,Middle Eastern Restaurant
Maharani Bagh,28.5720013,77.2633718,Barista,28.571147,77.264767,Café
Maharani Bagh,28.5720013,77.2633718,Ambar Parathe Wala,28.57183035,77.26544273,Indian Restaurant
Maharani Bagh,28.5720013,77.2633718,blooms eros hotel,28.571927,77.258537,Buffet
Maharani Bagh,28.5720013,77.2633718,"CCD, New Friends Colony",28.57629437,77.26303524,Café
Malviya Nagar,28.5339201,77.2124474,Nazeer,28.53665122,77.21182101,Asian Restaurant
Malviya Nagar,28.5339201,77.2124474,Dunkin',28.53658585,77.21170458,Donut Shop
Malviya Nagar,28.5339201,77.2124474,T'POT,28.53743252,77.21041331,Café
Malviya Nagar,28.5339201,77.2124474,Subway,28.53342264,77.20855342,Sandwich Place
Malviya Nagar,28.5339201,77.2124474,Domino's Pizza,28.534,77.209,Pizza Place
Malviya Nagar,28.5339201,77.2124474,Dana Choga's kitchen,28.53388943,77.20869939,Indian Restaurant
Malviya Nagar,28.5339201,77.2124474,Pudding & Pie,28.536377,77.20957,Bakery
Malviya Nagar,28.5339201,77.2124474,Delhi Heights,28.53273356,77.2080818,Diner
Mehrauli,28.5218262,77.1783232,Thai High,28.5221271,77.18183145,Thai Restaurant
Mehrauli,28.5218262,77.1783232,Tonino Ristorante,28.52179604,77.17758179,Restaurant
Mehrauli,28.5218262,77.1783232,lavaash by Saby,28.52235606,77.18180851,Restaurant
Mehrauli,28.5218262,77.1783232,THAI HIGH at the Qutab,28.52263737,77.18235075,Thai Restaurant
Neeti Bagh,28.5592511,77.2161665,Diggin,28.55566502,77.21859021,Café
Neeti Bagh,28.5592511,77.2161665,CCD Rajiv Chowk,28.55894447,77.21808646,Café
Neeti Bagh,28.5592511,77.2161665,Jughead's Fast Food,28.56120533,77.21657066,Fast Food Restaurant
Neeti Bagh,28.5592511,77.2161665,Jughead's,28.56125364,77.2179012,Pizza Place
Nehru Place,28.54925735,77.252952,Royal China,28.55056116,77.25179404,Chinese Restaurant
Nehru Place,28.54925735,77.252952,Epicuria,28.550926,77.25154709,Food Court
Nehru Place,28.54925735,77.252952,Fio - Cookhouse & Bar,28.55105135,77.25127934,Restaurant
Nehru Place,28.54925735,77.252952,Sona resturant,28.54839908,77.25159837,Fast Food Restaurant
Nehru Place,28.54925735,77.252952,Oh Calcutta,28.55069003,77.25058736,Bengali Restaurant
Nehru Place,28.54925735,77.252952,Dunkin',28.55133553,77.25173195,Donut Shop
Nehru Place,28.54925735,77.252952,"Cafe Coffee Day, Nehru Place",28.54982226,77.25075043,Food
Nehru Place,28.54925735,77.252952,McDonald's,28.55038779,77.25105732,Fast Food Restaurant
Nehru Place,28.54925735,77.252952,The Chatter House,28.55158923,77.25200163,Gastropub
Nehru Place,28.54925735,77.252952,Benihana Of Tokyo,28.55117862,77.25169302,Japanese Restaurant
Nehru Place,28.54925735,77.252952,Blooms Coffee Shop,28.55018699,77.24950735,Indian Restaurant
Nehru Place,28.54925735,77.252952,Subway,28.55039687,77.25106945,Sandwich Place
Nehru Place,28.54925735,77.252952,Domino's Pizza,28.55,77.252,Pizza Place
Nehru Place,28.54925735,77.252952,Nescafe,28.5488793,77.25304,Café
Nehru Place,28.54925735,77.252952,Pind Baluchi,28.54896548,77.25139556,Indian Restaurant
Nehru Place,28.54925735,77.252952,Chaayos,28.55082966,77.2518221,Indian Restaurant
Nehru Place,28.54925735,77.252952,"Ruby Tuesday, Nehru Place",28.55035546,77.25095897,American Restaurant
Nehru Place,28.54925735,77.252952,Benihana,28.55105243,77.25159199,Japanese Restaurant
Nehru Place,28.54925735,77.252952,Burger King,28.55099671,77.25131698,Fast Food Restaurant
Nehru Place,28.54925735,77.252952,Dhaba by Claridges,28.551247,77.251659,North Indian Restaurant
Nehru Place,28.54925735,77.252952,Big Wong XL,28.551638,77.251823,Chinese Restaurant
Nehru Place,28.54925735,77.252952,Pind Baluchi,28.54724149,77.25068838,Indian Restaurant
Nehru Place,28.54925735,77.252952,Singh Sahib,28.55008302,77.24963323,Indian Restaurant
Nehru Place,28.54925735,77.252952,Empress of China,28.54960773,77.24921004,Chinese Restaurant
Nehru Place,28.54925735,77.252952,Oodles,28.54590656,77.25293898,Food
Netaji Nagar,28.5735343,77.1863593,McDonald's,28.56933844,77.18664359,Fast Food Restaurant
Netaji Nagar,28.5735343,77.1863593,"Cafe, Hyatt Regency",28.56952414,77.18540255,Café
Netaji Nagar,28.5735343,77.1863593,Indigo,28.57040156,77.18583495,Modern European Restaurant
Netaji Nagar,28.5735343,77.1863593,"Restaurant Aangan, Hyatt Regency Hotel",28.569256,77.18479852,Indian Restaurant
New Friends Colony,28.5671008,77.2697643,Cafe Coffee Day,28.56271328,77.26903043,Café
New Friends Colony,28.5671008,77.2697643,Ego 33,28.57021465,77.2716436,Indian Restaurant
Nizamuddin West,28.588365,77.2449546,Karims,28.59139559,77.24365657,Mughlai Restaurant
Nizamuddin West,28.588365,77.2449546,Ghalib Kabab Corner,28.59220882,77.24251673,BBQ Joint
Nizamuddin West,28.588365,77.2449546,"Kareems nizamuddin,  Delhi",28.59129904,77.24362203,Awadhi Restaurant
Nizamuddin West,28.588365,77.2449546,Tahir Kabab Corner,28.59172882,77.24453692,Indian Restaurant
Okhla,28.5636616,77.2890546,Roasto,28.562088,77.28815,Restaurant
Okhla,28.5636616,77.2890546,Al Nawaz,28.56473236,77.28983468,Afghan Restaurant
Okhla,28.5636616,77.2890546,Dilli Nihari,28.56230343,77.287899,Indian Restaurant
Okhla,28.5636616,77.2890546,HMS Corner Restaurant,28.56251379,77.2910073,Chinese Restaurant
Okhla,28.5636616,77.2890546,AL-Nawaz,28.56139984,77.29247726,Indian Restaurant
Okhla,28.5636616,77.2890546,Infini Tea Cafe,28.560891,77.292818,Café
Okhla,28.5636616,77.2890546,Hunger Break Out,28.559327,77.288454,Indian Restaurant
Okhla,28.5636616,77.2890546,Al Umar,28.56643185,77.28504871,Restaurant
Safdarjung Enclave,28.5656419,77.1934382,Khaandani Pakore Wala (Pakoda Point),28.56960468,77.19388957,Snack Place
Safdarjung Enclave,28.5656419,77.1934382,Al Kauser,28.56515743,77.19605487,Indian Restaurant
Safdarjung Enclave,28.5656419,77.1934382,Scarlette,28.563148,77.190739,French Restaurant
Safdarjung Enclave,28.5656419,77.1934382,Nirulas bhikaji cama place,28.56625569,77.18910879,Fast Food Restaurant
Safdarjung Enclave,28.5656419,77.1934382,Nirula's,28.56739272,77.18905091,Fast Food Restaurant
Safdarjung Enclave,28.5656419,77.1934382,Kulcha King,28.56989211,77.1943254,Fast Food Restaurant
Saket,28.5244107,77.2137253,Dakshin,28.52667044,77.21608103,Indian Restaurant
Saket,28.5244107,77.2137253,Mahabelly,28.5273031,77.2167995,Restaurant
Saket,28.5244107,77.2137253,"Baywatch, Sheraton Saket",28.52667516,77.21596256,Café
Saket,28.5244107,77.2137253,Hard Rock Cafe New Delhi,28.5272184,77.217124,American Restaurant
Saket,28.5244107,77.2137253,Rajdhani Thali,28.52767197,77.21708154,Asian Restaurant
Saket,28.5244107,77.2137253,Barbeque Nation Saket,28.52740574,77.21718491,Indian Restaurant
Saket,28.5244107,77.2137253,Pan Asian,28.52690815,77.21608369,Chinese Restaurant
Saket,28.5244107,77.2137253,Chili's Grill & Bar,28.52846207,77.21591256,Tex-Mex Restaurant
Saket,28.5244107,77.2137253,Dhaba,28.52765919,77.21721067,Indian Restaurant
Sarita Vihar,28.5334785,77.2935232,Barista,28.53549302,77.29297659,Café
Sarita Vihar,28.5334785,77.2935232,Cafe Coffee Day,28.5351275,77.29109504,Café
Sarita Vihar,28.5334785,77.2935232,Grill & Fire,28.5355719,77.29015449,Café
Sarojini Nagar,28.5741575,77.1953703,Domino's Pizza,28.576,77.195,Pizza Place
Sarojini Nagar,28.5741575,77.1953703,McDonald's,28.57651519,77.19609979,Fast Food Restaurant
Sarojini Nagar,28.5741575,77.1953703,Haldiram's,28.57637436,77.19526594,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,McDonald's,28.57595962,77.19520137,Fast Food Restaurant
Sarojini Nagar,28.5741575,77.1953703,Rdbd Rang de Basanti Dhaba,28.57655213,77.1952519,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Rang De Basanti Dhaba,28.57602268,77.19504976,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Bakes & Byte,28.57656029,77.19750917,Restaurant
Sarojini Nagar,28.5741575,77.1953703,Amar Jyoti Restaurant,28.57741729,77.1966613,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Kulcha King,28.56989211,77.1943254,Fast Food Restaurant
Sarvodaya Enclave,28.5374783,77.2020888,Cafe Coffee Day,28.53858942,77.1986827,Café
Sarvodaya Enclave,28.5374783,77.2020888,Kuzart Lane,28.53798956,77.19836826,Café
Sarvodaya Enclave,28.5374783,77.2020888,Waves Restaurant,28.53858211,77.19877067,Indian Restaurant
Sarvodaya Enclave,28.5374783,77.2020888,Rustom's Parsi Bhonu,28.53798384,77.19814928,Parsi Restaurant
Sarvodaya Enclave,28.5374783,77.2020888,Southy,28.53747557,77.19804821,Indian Restaurant
Shahpur Jat,28.5483303,77.214104,The Potbelly Rooftop Cafe & Kitchen,28.54966648,77.2153403,Indian Restaurant
Shahpur Jat,28.5483303,77.214104,Ivy & Bean,28.54915952,77.2154435,Australian Restaurant
Shahpur Jat,28.5483303,77.214104,Chopsticks,28.55231925,77.21311865,Chinese Restaurant
Shahpur Jat,28.5483303,77.214104,Cafe Red,28.54925321,77.21239929,Café
Shahpur Jat,28.5483303,77.214104,Slice Of Italy,28.54947705,77.21592503,Italian Restaurant
Shahpur Jat,28.5483303,77.214104,The Village Complex,28.55238845,77.21308807,Indian Restaurant
Shahpur Jat,28.5483303,77.214104,Arriba Mexican Grill &  Tequileria,28.552464,77.213005,Mexican Restaurant
Siri Fort,28.5521464,77.2246983,Cuppa Mocha,28.55377679,77.22834289,Café
South Extension,28.5685664,77.2205677,China Doll,28.56840481,77.21769348,Chinese Restaurant
South Extension,28.5685664,77.2205677,Domino's Pizza,28.57,77.22,Pizza Place
South Extension,28.5685664,77.2205677,Moti Mahal Deluxe,28.56853886,77.21926835,Indian Restaurant
South Extension,28.5685664,77.2205677,Domino's Pizza,28.567,77.22,Pizza Place
South Extension,28.5685664,77.2205677,Bengali Sweets,28.56953755,77.22094001,Indian Restaurant
South Extension,28.5685664,77.2205677,McDonald's,28.568451,77.21950256,Fast Food Restaurant
South Extension,28.5685664,77.2205677,Cake Palace,28.56763656,77.22115731,Bakery
South Extension,28.5685664,77.2205677,Daitchi,28.56819754,77.22247657,Chinese Restaurant
South Extension,28.5685664,77.2205677,Bhel Puri,28.5693451,77.21971453,Indian Restaurant
South Extension,28.5685664,77.2205677,Haldiram's,28.56864626,77.22245412,Indian Restaurant
South Extension,28.5685664,77.2205677,McDonald's,28.56839035,77.21972576,American Restaurant
South Extension,28.5685664,77.2205677,Rang De Basanti Dhaba,28.56809569,77.22003452,Indian Restaurant
South Extension,28.5685664,77.2205677,Circus Restaurant & Bar,28.56861051,77.21768787,Gastropub
South Extension,28.5685664,77.2205677,Pind Balluchi,28.56952509,77.22430106,Food Truck
Sriniwaspuri,28.5652204,77.2547041,Ravi Bajaj Café,28.56106556,77.25553187,Café
Sriniwaspuri,28.5652204,77.2547041,Nirulas,28.56093756,77.25544408,Fast Food Restaurant
Sriniwaspuri,28.5652204,77.2547041,Domino's Pizza @ Delhi International Airport,28.56086932,77.25550943,Pizza Place
Dhaula Kuan,28.5918905,77.1617034,Burger King Drive THRU,28.591651,77.162309,Burger Joint
Dhaula Kuan,28.5918905,77.1617034,Khan Chacha Airport Express,28.592132,77.162028,Food Court
Dhaula Kuan,28.5918905,77.1617034,China Bowl,28.58980035,77.16239881,Chinese Restaurant
Dhaula Kuan,28.5918905,77.1617034,the Hangout Cafe,28.59262058,77.15900066,Bakery
Ghitorni,28.4938107,77.1491661,Kashmiri Kitchen,28.49327096,77.1483057,Indian Restaurant
Ghitorni,28.4938107,77.1491661,Swiss Gouermessa,28.49235757,77.14488468,Sandwich Place
Ghitorni,28.4938107,77.1491661,LEO's,28.490929,77.145733,Pizza Place
Inderpuri,28.6286841,77.1470979,Pure Punjabi restaurant,28.62858449,77.14533091,Indian Restaurant
Inderpuri,28.6286841,77.1470979,Vishnu bhojanalay,28.63221169,77.14807892,Vegetarian / Vegan Restaurant
Kishangarh Village,28.5194277,77.1665351,Pluto Cafe,28.52032685,77.16514685,Café
Kishangarh Village,28.5194277,77.1665351,Kathi Zone,28.52108159,77.16606083,Indian Restaurant
Kishangarh Village,28.5194277,77.1665351,Nirula's,28.52162338,77.16471473,Diner
Mahipalpur,28.5444849,77.1256912,Spice of Delhi,28.54554856,77.12730618,Indian Restaurant
Mahipalpur,28.5444849,77.1256912,Cocos,28.54635952,77.12602519,Asian Restaurant
Mahipalpur,28.5444849,77.1256912,Hue Blue  Lounge & Bar,28.5448686,77.1281345,Indian Restaurant
Mahipalpur,28.5444849,77.1256912,Metropolitan Express,28.54728336,77.12582293,Fast Food Restaurant
Mahipalpur,28.5444849,77.1256912,aggarwal sweets,28.54522044,77.12230575,Bakery
Mahipalpur,28.5444849,77.1256912,Punjabi Nawabs,28.54799911,77.12633014,Indian Restaurant
Mahipalpur,28.5444849,77.1256912,Aggarwal sweets,28.54184278,77.12931191,Bakery
Moti Bagh,28.5778787,77.1741797,Karnataka Food Centre,28.57811343,77.17501304,South Indian Restaurant
Moti Bagh,28.5778787,77.1741797,Fujiya,28.57875478,77.17639478,Asian Restaurant
Moti Bagh,28.5778787,77.1741797,Ada'e Haandi Restaurant,28.578663,77.16936,Punjabi Restaurant
Munirka,28.554886,77.1710841,Subway,28.55880022,77.17068314,Sandwich Place
Munirka,28.554886,77.1710841,Anupam Restoran,28.5579736,77.1727443,Indian Restaurant
Munirka,28.554886,77.1710841,West View,28.55814947,77.17349125,Steakhouse
Munirka,28.554886,77.1710841,Slice Of Italy,28.55893027,77.17114367,Pizza Place
Munirka,28.554886,77.1710841,Aggarwal Sweets,28.5591983,77.17122792,Bakery
Naraina,28.6220547,77.1386441,Sandoz,28.62229038,77.13594126,Indian Restaurant
Naraina,28.6220547,77.1386441,Kent's Fast Food,28.62448894,77.13729517,Fast Food Restaurant
Naraina,28.6220547,77.1386441,Polka ( pastry shop & snacks bar),28.62448992,77.13541879,Snack Place
Naraina,28.6220547,77.1386441,Naraina Club,28.62556262,77.14081753,Indian Restaurant
Rama Krishna Puram,28.5755607,77.17230337,Delhi Club House,28.57245713,77.17348929,Comfort Food Restaurant
Rama Krishna Puram,28.5755607,77.17230337,Karnataka Food Centre,28.57811343,77.17501304,South Indian Restaurant
Rama Krishna Puram,28.5755607,77.17230337,Cafe Coffee Day,28.57733715,77.16850357,Café
Rama Krishna Puram,28.5755607,77.17230337,Fatty Bao,28.57256236,77.17358522,Asian Restaurant
Rama Krishna Puram,28.5755607,77.17230337,Domino's Pizza,28.57732748,77.16852044,Pizza Place
Rama Krishna Puram,28.5755607,77.17230337,Nueva,28.572553,77.173571,Restaurant
Rama Krishna Puram,28.5755607,77.17230337,Cafe Delhi Heights,28.57252558,77.17354763,Café
Rama Krishna Puram,28.5755607,77.17230337,Ziu,28.57230782,77.17369905,Thai Restaurant
Rangpuri,28.5400072,77.1197754,The Great Kabab Factory,28.54335165,77.11928792,Indian Restaurant
Rangpuri,28.5400072,77.1197754,Neung Roi,28.54394736,77.11985867,Thai Restaurant
Rangpuri,28.5400072,77.1197754,NYC,28.54352535,77.11950012,American Restaurant
Rangpuri,28.5400072,77.1197754,Zaika's Corner,28.54363322,77.11858057,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Domino's Pizza,28.576,77.195,Pizza Place
Sarojini Nagar,28.5741575,77.1953703,McDonald's,28.57651519,77.19609979,Fast Food Restaurant
Sarojini Nagar,28.5741575,77.1953703,Haldiram's,28.57637436,77.19526594,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,McDonald's,28.57595962,77.19520137,Fast Food Restaurant
Sarojini Nagar,28.5741575,77.1953703,Rdbd Rang de Basanti Dhaba,28.57655213,77.1952519,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Rang De Basanti Dhaba,28.57602268,77.19504976,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Bakes & Byte,28.57656029,77.19750917,Restaurant
Sarojini Nagar,28.5741575,77.1953703,Amar Jyoti Restaurant,28.57741729,77.1966613,Indian Restaurant
Sarojini Nagar,28.5741575,77.1953703,Kulcha King,28.56989211,77.1943254,Fast Food Restaurant
Vasant Kunj,28.5292495,77.1541335,The Biker's Cafe,28.52922943,77.15550131,Café
Vasant Kunj,28.5292495,77.1541335,Domino's Pizza,28.52526334,77.15648429,Pizza Place
Vasant Kunj,28.5292495,77.1541335,Sagar ratna,28.52522464,77.15564848,Vegetarian / Vegan Restaurant
Vasant Kunj,28.5292495,77.1541335,Angels In My Kitchen,28.53118501,77.1538297,Bakery
Vasant Kunj,28.5292495,77.1541335,"Nirulas B-10, Market Vasant Kunj",28.53127617,77.15378811,Burger Joint
Vasant Kunj,28.5292495,77.1541335,Chick N Fish,28.5323358,77.15128848,Indian Restaurant
Vasant Kunj,28.5292495,77.1541335,Nirula's,28.53236176,77.15127194,Fast Food Restaurant
Vasant Kunj,28.5292495,77.1541335,Auma,28.53261766,77.15135073,Thai Restaurant
Vasant Vihar,28.56069055,77.16079073,Sartoria,28.55893693,77.16418176,Italian Restaurant
Vasant Vihar,28.56069055,77.16079073,Yo! China,28.55796746,77.16426958,Chinese Restaurant
Vasant Vihar,28.56069055,77.16079073,McDonald's,28.55737219,77.16352105,Fast Food Restaurant
Vasant Vihar,28.56069055,77.16079073,KFC,28.55747664,77.16408899,Fast Food Restaurant
Vasant Vihar,28.56069055,77.16079073,Dunkin',28.55753326,77.16416295,Donut Shop
Vasant Vihar,28.56069055,77.16079073,Kylin,28.56114531,77.15755953,Asian Restaurant
Vasant Vihar,28.56069055,77.16079073,Barista Lavazza,28.55919398,77.16385352,Café
Vasant Vihar,28.56069055,77.16079073,The Asia Kitchen,28.55875456,77.16403659,Chinese Restaurant
Vasant Vihar,28.56069055,77.16079073,Nirula's,28.55897062,77.16386476,Fast Food Restaurant
Vasant Vihar,28.56069055,77.16079073,Leo’s,28.558734,77.163699,Pizza Place
Vasant Vihar,28.56069055,77.16079073,"New CCD,Priya complex",28.55882852,77.16390407,Café
Vasant Vihar,28.56069055,77.16079073,Barrels,28.5577189,77.16429723,Restaurant
Vasant Vihar,28.56069055,77.16079073,Pizza Hut,28.5575831,77.16407127,Pizza Place
Vasant Vihar,28.56069055,77.16079073,Soi Thai,28.55799014,77.16385352,Thai Restaurant
Vasant Vihar,28.56069055,77.16079073,krips,28.5573597,77.1640625,Indian Restaurant
Bali Nagar,28.6541384,77.128178,Papa John's,28.65491695,77.12513748,Pizza Place
Bali Nagar,28.6541384,77.128178,Bikanerwala,28.65140287,77.12908156,Indian Restaurant
Bali Nagar,28.6541384,77.128178,Crazy Cow,28.65140801,77.12991697,Chinese Restaurant
Bali Nagar,28.6541384,77.128178,Domino's Pizza,28.65140287,77.1299243,Pizza Place
Dhaula Kuan,28.5918905,77.1617034,Burger King Drive THRU,28.591651,77.162309,Burger Joint
Dhaula Kuan,28.5918905,77.1617034,Khan Chacha Airport Express,28.592132,77.162028,Food Court
Dhaula Kuan,28.5918905,77.1617034,China Bowl,28.58980035,77.16239881,Chinese Restaurant
Dhaula Kuan,28.5918905,77.1617034,the Hangout Cafe,28.59262058,77.15900066,Bakery
Fateh Nagar,28.6316154,77.1008776,Manjeet Chicken,28.63145181,77.09793842,Fried Chicken Joint
Fateh Nagar,28.6316154,77.1008776,Om Sweets,28.62791929,77.10020022,Indian Restaurant
Fateh Nagar,28.6316154,77.1008776,Domino's Pizza,28.62844366,77.09825457,Pizza Place
Fateh Nagar,28.6316154,77.1008776,Om Sweets,28.62845757,77.0982787,Indian Restaurant
Fateh Nagar,28.6316154,77.1008776,Virsa,28.63131407,77.09829516,Food Court
Fateh Nagar,28.6316154,77.1008776,Bikanerwala,28.63352371,77.09749154,Fast Food Restaurant
Fateh Nagar,28.6316154,77.1008776,Kadimi,28.62849271,77.098231,Indian Sweet Shop
Fateh Nagar,28.6316154,77.1008776,Chawla Chicken,28.62848216,77.09827009,Punjabi Restaurant
Fateh Nagar,28.6316154,77.1008776,Polka Bakery,28.63041076,77.09632825,Bakery
Janakpuri,28.6219272,77.0874757,Cafe Coffee Day,28.62238762,77.08835349,Café
Janakpuri,28.6219272,77.0874757,Newyork Slice,28.62152373,77.08857805,Restaurant
Janakpuri,28.6219272,77.0874757,Ruchi's kitchen,28.62378294,77.08806124,Indian Restaurant
Janakpuri,28.6219272,77.0874757,Bikanerwala C1,28.621424,77.08348,Fast Food Restaurant
Janakpuri,28.6219272,77.0874757,Kulcha's,28.62037828,77.09203464,Indian Restaurant
Janakpuri,28.6219272,77.0874757,Bake Bikaner,28.61952043,77.08316034,Bakery
Kirti Nagar,28.6523681,77.1496416,Cafe Coffee Day,28.65517522,77.15101719,Café
Kirti Nagar,28.6523681,77.1496416,Subway,28.6567004,77.1486783,Sandwich Place
Kirti Nagar,28.6523681,77.1496416,"Cafe coffee day, kirti nagar",28.65614603,77.1502212,Café
Meera Bagh,28.658844,77.09084751,Cafe Coffee Day,28.66019751,77.09163,Café
Meera Bagh,28.658844,77.09084751,Shree Rathnam,28.66051865,77.09140015,Indian Restaurant
Meera Bagh,28.658844,77.09084751,Bake Hub,28.660988,77.08986,Bakery
Meera Bagh,28.658844,77.09084751,The kitchen,28.6628437,77.08898926,Indian Restaurant
Moti Nagar,28.657859,77.1424288,Dunkin',28.65707194,77.14668789,Donut Shop
Moti Nagar,28.657859,77.1424288,KFC,28.65726686,77.14668227,Fast Food Restaurant
Moti Nagar,28.657859,77.1424288,moti nagar,28.65868142,77.14472739,Fried Chicken Joint
Moti Nagar,28.657859,77.1424288,Costa Coffee,28.65685207,77.1464969,Café
Moti Nagar,28.657859,77.1424288,"Karim's, Moments Mall",28.656678,77.14649128,Asian Restaurant
Moti Nagar,28.657859,77.1424288,DEL15 Food Court,28.65696335,77.14670563,Cafeteria
Paschim Vihar,28.6695782,77.095956,Wah Ji Wah,28.66848013,77.09151198,BBQ Joint
Paschim Vihar,28.6695782,77.095956,tea lounge,28.66754532,77.09148407,Café
Patel Nagar,28.6598088,77.156957,Cafe Coffee Day,28.66275242,77.15463067,Café
Punjabi Bagh,28.668945,77.1324614,Subway,28.6708175,77.13407047,Sandwich Place
Punjabi Bagh,28.668945,77.1324614,McDonald's,28.67027568,77.13313039,Fast Food Restaurant
Punjabi Bagh,28.668945,77.1324614,McDonald's,28.66655345,77.13485699,Fast Food Restaurant
Punjabi Bagh,28.668945,77.1324614,Domino's Pizza,28.673,77.134,Pizza Place
Punjabi Bagh,28.668945,77.1324614,KFC,28.67058256,77.13273337,Fast Food Restaurant
Punjabi Bagh,28.668945,77.1324614,Gupta Chat Corner,28.67031466,77.13268281,Breakfast Spot
Punjabi Bagh,28.668945,77.1324614,Gola Bakers,28.67027056,77.13343002,Bakery
Punjabi Bagh,28.668945,77.1324614,Breads and more,28.67074538,77.13419407,Bakery
Rajouri Garden,28.6421518,77.11606038,Pirates of The Grill,28.64437069,77.1116738,BBQ Joint
Rajouri Garden,28.6421518,77.11606038,sardar ji malai chaap wale,28.64281656,77.11379892,Indian Restaurant
Rajouri Garden,28.6421518,77.11606038,Street food near Cyber Park,28.64284238,77.11373149,Food Truck
Rajouri Garden,28.6421518,77.11606038,Gulati Bakers,28.64284555,77.11368443,Bakery
Shivaji Place,28.651657,77.1217027,T.G.I. Friday's,28.6530935,77.12315466,American Restaurant
Shivaji Place,28.651657,77.1217027,McDonald's,28.64989286,77.12079132,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,Bikanerwala,28.64867051,77.12272855,Indian Restaurant
Shivaji Place,28.651657,77.1217027,Cafe Coffee day,28.65019153,77.12334869,Café
Shivaji Place,28.651657,77.1217027,The California Boulevard,28.64773497,77.12004976,Diner
Shivaji Place,28.651657,77.1217027,AMPM Cafè and Bar,28.64769714,77.11995036,Café
Shivaji Place,28.651657,77.1217027,Cafe Coffee Day,28.64983412,77.121541,Café
Shivaji Place,28.651657,77.1217027,Domino's Pizza,28.65,77.124,Pizza Place
Shivaji Place,28.651657,77.1217027,Pind Balluchi,28.64764187,77.12035609,Indian Restaurant
Shivaji Place,28.651657,77.1217027,McDonald's,28.64992976,77.12094426,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,"Kfc, Rajouri Garden",28.65003782,77.12398569,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,Pinch Of Spice,28.65220633,77.1205696,Restaurant
Shivaji Place,28.651657,77.1217027,Subway,28.65095561,77.12021,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,Burger King,28.65089782,77.12070644,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,Sufiaana,28.650271,77.120468,Middle Eastern Restaurant
Shivaji Place,28.651657,77.1217027,Not Just Paranthas,28.64976158,77.1216259,Indian Restaurant
Shivaji Place,28.651657,77.1217027,Papa John's,28.65312277,77.12316513,Pizza Place
Shivaji Place,28.651657,77.1217027,Cafe Cruise,28.65014685,77.12347441,Café
Shivaji Place,28.651657,77.1217027,KFC Citysquare Mall,28.64974276,77.1240194,Restaurant
Shivaji Place,28.651657,77.1217027,Imly,28.653025,77.11886,Indian Restaurant
Shivaji Place,28.651657,77.1217027,prem di hatti,28.64845048,77.1214159,Fast Food Restaurant
Shivaji Place,28.651657,77.1217027,Standard Snacks & Sweets,28.64927815,77.12552515,Snack Place
Shivaji Place,28.651657,77.1217027,The Royal Turban,28.64767684,77.11968184,Indian Restaurant
Shivaji Place,28.651657,77.1217027,The Post Office Cafe,28.64760464,77.11976612,Café
Shivaji Place,28.651657,77.1217027,Priviledge punjab,28.6480325,77.12032843,Indian Restaurant
Tilak Nagar,28.63964975,77.09403946,McDonald's,28.63940301,77.09650246,Fast Food Restaurant
Tilak Nagar,28.63964975,77.09403946,McDonald's,28.63625994,77.09710378,Fast Food Restaurant
Tilak Nagar,28.63964975,77.09403946,Pravin Chat Bhandar,28.63726701,77.09694642,Fast Food Restaurant
Tilak Nagar,28.63964975,77.09403946,McDonald's,28.63647079,77.09716034,Restaurant
Tilak Nagar,28.63964975,77.09403946,CCD tilak nagar,28.63626408,77.09704758,Café
Vikaspuri,28.63841905,77.07083615,Domino's Pizza,28.638,77.075,Pizza Place
Vikaspuri,28.63841905,77.07083615,McDonald's,28.6397522,77.07519033,Fast Food Restaurant
Vikaspuri,28.63841905,77.07083615,Asian Garden,28.6396611,77.07448211,Indian Restaurant
Vikaspuri,28.63841905,77.07083615,Mela,28.63567205,77.06723666,Indian Restaurant
